 0	 1.00e+00	 350000000	 0.800	 0.190	 2499
 1	 5.00e-01	 375000000	 0.800	 0.161	 2499
 2	 2.50e-01	 475000000	 0.800	 0.151	 2499
 3	 1.25e-01	 625000000	 0.800	 0.190	 2499
 4	 6.25e-02	 325000000	 0.800	 0.186	 2499
 5	 3.12e-02	 375000000	 0.800	 0.180	 2499
 6	 1.56e-02	 250000000	 0.800	 0.130	 2499
 7	 7.81e-03	 900000000	 0.800	 0.188	 2499
 8	 3.91e-03	 250000000	 0.800	 0.112	 2499
 9	 1.95e-03	 450000000	 0.800	 0.196	 2499
10	 9.77e-04	 200000000	 0.800	 0.171	 2499
11	 4.88e-04	 500000000	 0.800	 0.185	 2499
12	 2.44e-04	 375000000	 0.800	 0.191	 2499
13	 1.22e-04	 450000000	 0.800	 0.159	 2499
14	 6.10e-05	 1100000000	 0.800	 0.189	 2499
15	 3.05e-05	 1150000000	 0.800	 0.199	 2499
16	 1.53e-05	 950000000	 0.800	 0.197	 2499
17	 7.63e-06	 925000000	 0.800	 0.188	 2499
18	 3.81e-06	 1900000000	 0.800	 0.188	 2499
19	 1.91e-06	 3075000000	 0.800	 0.189	 2499
20	 9.54e-07	 2475000000	 0.800	 0.192	 2499
21	 4.77e-07	 7750000000	 0.800	 0.199	 2499
22	 2.38e-07	 3575000000	 0.800	 0.194	 2499
23	 1.19e-07	 9400000000	 0.800	 0.192	 2499
24	 5.96e-08	 13500000000	 0.800	 0.199	 2499
25	 2.98e-08	 8550000000	 0.800	 0.199	 2499
26	 1.49e-08	 37375000000	 0.800	 0.199	 2499

Tempo total: 0.9935 h
