 0	 1.00e+00	   640000	 0.800	 0.021	   63
 1	 5.00e-01	   640000	 0.800	 0.023	   63
 2	 2.50e-01	   640000	 0.800	 0.040	   63
 3	 1.25e-01	   640000	 0.800	 0.021	   63
 4	 6.25e-02	   640000	 0.800	 0.016	   63
 5	 3.12e-02	   640000	 0.800	 0.077	   63
 6	 1.56e-02	   640000	 0.800	 0.031	   63
 7	 7.81e-03	   640000	 0.800	 0.049	   63
 8	 3.91e-03	   640000	 0.800	 0.062	   63
 9	 1.95e-03	   640000	 0.800	 0.055	   63
10	 9.77e-04	   640000	 0.800	 0.169	   63
11	 4.88e-04	   640000	 0.800	 0.118	   63
12	 2.44e-04	   640000	 0.800	 0.172	   63
13	 1.22e-04	  1280000	 0.800	 0.155	   63
14	 6.10e-05	  1280000	 0.800	 0.171	   63
15	 3.05e-05	  1280000	 0.800	 0.169	   63
16	 1.53e-05	  1920000	 0.800	 0.194	   63
17	 7.63e-06	  2560000	 0.800	 0.151	   63
18	 3.81e-06	  1280000	 0.800	 0.130	   63
19	 1.91e-06	   640000	 0.800	 0.148	   63
20	 9.54e-07	  5760000	 0.800	 0.196	   63
21	 4.77e-07	  1920000	 0.800	 0.177	   63
22	 2.38e-07	  1920000	 0.800	 0.159	   63
23	 1.19e-07	  1920000	 0.800	 0.170	   63
24	 5.96e-08	  1920000	 0.800	 0.142	   63
25	 2.98e-08	  1920000	 0.800	 0.113	   63
26	 1.49e-08	  1280000	 0.800	 0.164	   63

Tempo total: 0.0004 h
