 0	 1.00e+00	 459680000	 0.800	 0.190	 2703
 1	 5.00e-01	 540800000	 0.800	 0.191	 2703
 2	 2.50e-01	 567840000	 0.800	 0.176	 2703
 3	 1.25e-01	 513760000	 0.800	 0.167	 2703
 4	 6.25e-02	 324480000	 0.800	 0.162	 2703
 5	 3.12e-02	 513760000	 0.800	 0.197	 2703
 6	 1.56e-02	 459680000	 0.800	 0.189	 2703
 7	 7.81e-03	 324480000	 0.800	 0.199	 2703
 8	 3.91e-03	 270400000	 0.800	 0.175	 2703
 9	 1.95e-03	 324480000	 0.800	 0.132	 2703
10	 9.77e-04	 594880000	 0.800	 0.180	 2703
11	 4.88e-04	 432640000	 0.800	 0.170	 2703
12	 2.44e-04	 324480000	 0.800	 0.124	 2703
13	 1.22e-04	 324480000	 0.800	 0.172	 2703
14	 6.10e-05	 405600000	 0.800	 0.175	 2703
15	 3.05e-05	 757120000	 0.800	 0.186	 2703
16	 1.53e-05	 1595360000	 0.800	 0.184	 2703
17	 7.63e-06	 2298400000	 0.800	 0.196	 2703
18	 3.81e-06	 1189760000	 0.800	 0.193	 2703
19	 1.91e-06	 1892800000	 0.800	 0.198	 2703
20	 9.54e-07	 3974880000	 0.800	 0.193	 2703
21	 4.77e-07	 2568800000	 0.800	 0.176	 2703
22	 2.38e-07	 5759520000	 0.800	 0.195	 2703
23	 1.19e-07	 18549440000	 0.800	 0.199	 2703
24	 5.96e-08	 1541280000	 0.800	 0.195	 2703
25	 2.98e-08	 21307520000	 0.800	 0.200	 2703
26	 1.49e-08	 4299360000	 0.800	 0.199	 2703

Tempo total: 0.7795 h
