 0	 1.00e+00	 1984000000	 0.800	 0.200	 6399
 1	 5.00e-01	 1600000000	 0.800	 0.198	 6399
 2	 2.50e-01	 3968000000	 0.800	 0.188	 6399
 3	 1.25e-01	 2816000000	 0.800	 0.196	 6399
 4	 6.25e-02	 2368000000	 0.800	 0.199	 6399
 5	 3.12e-02	 3200000000	 0.800	 0.185	 6399
 6	 1.56e-02	 2048000000	 0.800	 0.165	 6399
 7	 7.81e-03	 3264000000	 0.800	 0.186	 6399
 8	 3.91e-03	 2240000000	 0.800	 0.198	 6399
 9	 1.95e-03	 1856000000	 0.800	 0.200	 6399
10	 9.77e-04	 1920000000	 0.800	 0.174	 6399
11	 4.88e-04	 832000000	 0.800	 0.192	 6399
12	 2.44e-04	 2944000000	 0.800	 0.190	 6399
13	 1.22e-04	 4224000000	 0.800	 0.200	 6399
14	 6.10e-05	 4032000000	 0.800	 0.200	 6399
15	 3.05e-05	 3520000000	 0.800	 0.200	 6399
16	 1.53e-05	 4800000000	 0.800	 0.190	 6399
17	 7.63e-06	 6464000000	 0.800	 0.196	 6399
18	 3.81e-06	 13888000000	 0.800	 0.192	 6399
19	 1.91e-06	 10944000000	 0.800	 0.188	 6399
20	 9.54e-07	 11520000000	 0.800	 0.195	 6399
21	 4.77e-07	 24000000000	 0.800	 0.198	 6399
22	 2.38e-07	 21696000000	 0.800	 0.192	 6399
23	 1.19e-07	 33792000000	 0.800	 0.196	 6399
24	 5.96e-08	 20544000000	 0.800	 0.195	 6399
25	 2.98e-08	 16000000000	 0.800	 0.196	 6399
26	 1.49e-08	 136192000000	 0.800	 0.200	 6399

Tempo total: 4.5849 h
