 0	 1.00e+00	 2007720000	 0.800	 0.180	 6083
 1	 5.00e-01	 1521000000	 0.800	 0.192	 6083
 2	 2.50e-01	 2372760000	 0.800	 0.186	 6083
 3	 1.25e-01	 2433600000	 0.800	 0.171	 6083
 4	 6.25e-02	 2676960000	 0.800	 0.188	 6083
 5	 3.12e-02	 2555280000	 0.800	 0.180	 6083
 6	 1.56e-02	 1886040000	 0.800	 0.192	 6083
 7	 7.81e-03	 2616120000	 0.800	 0.184	 6083
 8	 3.91e-03	 1642680000	 0.800	 0.182	 6083
 9	 1.95e-03	 2372760000	 0.800	 0.190	 6083
10	 9.77e-04	 2007720000	 0.800	 0.185	 6083
11	 4.88e-04	 1399320000	 0.800	 0.185	 6083
12	 2.44e-04	 1764360000	 0.800	 0.192	 6083
13	 1.22e-04	 3042000000	 0.800	 0.180	 6083
14	 6.10e-05	 3954600000	 0.800	 0.187	 6083
15	 3.05e-05	 5110560000	 0.800	 0.187	 6083
16	 1.53e-05	 6814080000	 0.800	 0.200	 6083
17	 7.63e-06	 7361640000	 0.800	 0.195	 6083
18	 3.81e-06	 9491040000	 0.800	 0.173	 6083
19	 1.91e-06	 7726680000	 0.800	 0.198	 6083
20	 9.54e-07	 20685600000	 0.800	 0.199	 6083
21	 4.77e-07	 38268360000	 0.800	 0.185	 6083
22	 2.38e-07	 59927400000	 0.800	 0.192	 6083
23	 1.19e-07	 41492880000	 0.800	 0.198	 6083
24	 5.96e-08	 24214320000	 0.800	 0.198	 6083
25	 2.98e-08	 29689920000	 0.800	 0.195	 6083
26	 1.49e-08	 45082440000	 0.800	 0.200	 6083

Tempo total: 4.3926 h
