 0	 1.00e+00	 1848320000	 0.800	 0.187	 5775
 1	 5.00e-01	 1617280000	 0.800	 0.195	 5775
 2	 2.50e-01	 2425920000	 0.800	 0.189	 5775
 3	 1.25e-01	 2945760000	 0.800	 0.192	 5775
 4	 6.25e-02	 2714720000	 0.800	 0.186	 5775
 5	 3.12e-02	 1675040000	 0.800	 0.187	 5775
 6	 1.56e-02	 2368160000	 0.800	 0.178	 5775
 7	 7.81e-03	 1732800000	 0.800	 0.185	 5775
 8	 3.91e-03	 1732800000	 0.800	 0.197	 5775
 9	 1.95e-03	 1963840000	 0.800	 0.196	 5775
10	 9.77e-04	 1963840000	 0.800	 0.181	 5775
11	 4.88e-04	 1444000000	 0.800	 0.157	 5775
12	 2.44e-04	 2310400000	 0.800	 0.182	 5775
13	 1.22e-04	 2425920000	 0.800	 0.176	 5775
14	 6.10e-05	 3003520000	 0.800	 0.179	 5775
15	 3.05e-05	 2714720000	 0.800	 0.197	 5775
16	 1.53e-05	 5544960000	 0.800	 0.191	 5775
17	 7.63e-06	 4216480000	 0.800	 0.151	 5775
18	 3.81e-06	 8375200000	 0.800	 0.161	 5775
19	 1.91e-06	 6757920000	 0.800	 0.189	 5775
20	 9.54e-07	 9934720000	 0.800	 0.171	 5775
21	 4.77e-07	 25992000000	 0.800	 0.194	 5775
22	 2.38e-07	 13573600000	 0.800	 0.199	 5775
23	 1.19e-07	 12533920000	 0.800	 0.198	 5775
24	 5.96e-08	 28186880000	 0.800	 0.198	 5775
25	 2.98e-08	 105643040000	 0.800	 0.200	 5775
26	 1.49e-08	 14382240000	 0.800	 0.196	 5775

Tempo total: 3.6419 h
