 0	 1.00e+00	 69360000	 0.800	 0.189	 1155
 1	 5.00e-01	 80920000	 0.800	 0.182	 1155
 2	 2.50e-01	 57800000	 0.800	 0.138	 1155
 3	 1.25e-01	 104040000	 0.800	 0.188	 1155
 4	 6.25e-02	 57800000	 0.800	 0.195	 1155
 5	 3.12e-02	 92480000	 0.800	 0.181	 1155
 6	 1.56e-02	 138720000	 0.800	 0.194	 1155
 7	 7.81e-03	 46240000	 0.800	 0.147	 1155
 8	 3.91e-03	 57800000	 0.800	 0.195	 1155
 9	 1.95e-03	 69360000	 0.800	 0.149	 1155
10	 9.77e-04	 57800000	 0.800	 0.115	 1155
11	 4.88e-04	 127160000	 0.800	 0.101	 1155
12	 2.44e-04	 80920000	 0.800	 0.172	 1155
13	 1.22e-04	 254320000	 0.800	 0.197	 1155
14	 6.10e-05	 196520000	 0.800	 0.164	 1155
15	 3.05e-05	 231200000	 0.800	 0.137	 1155
16	 1.53e-05	 231200000	 0.800	 0.189	 1155
17	 7.63e-06	 277440000	 0.800	 0.140	 1155
18	 3.81e-06	 1445000000	 0.800	 0.197	 1155
19	 1.91e-06	 716720000	 0.800	 0.187	 1155
20	 9.54e-07	 589560000	 0.800	 0.190	 1155
21	 4.77e-07	 878560000	 0.800	 0.194	 1155
22	 2.38e-07	 381480000	 0.800	 0.191	 1155
23	 1.19e-07	 1780240000	 0.800	 0.194	 1155
24	 5.96e-08	 728280000	 0.800	 0.169	 1155
25	 2.98e-08	 809200000	 0.800	 0.197	 1155
26	 1.49e-08	 1525920000	 0.800	 0.200	 1155

Tempo total: 0.1488 h
