 0	 1.00e+00	 684000000	 0.800	 0.177	 3599
 1	 5.00e-01	 468000000	 0.800	 0.175	 3599
 2	 2.50e-01	 1080000000	 0.800	 0.199	 3599
 3	 1.25e-01	 612000000	 0.800	 0.192	 3599
 4	 6.25e-02	 1152000000	 0.800	 0.188	 3599
 5	 3.12e-02	 792000000	 0.800	 0.196	 3599
 6	 1.56e-02	 900000000	 0.800	 0.193	 3599
 7	 7.81e-03	 648000000	 0.800	 0.184	 3599
 8	 3.91e-03	 432000000	 0.800	 0.190	 3599
 9	 1.95e-03	 216000000	 0.800	 0.180	 3599
10	 9.77e-04	 792000000	 0.800	 0.157	 3599
11	 4.88e-04	 828000000	 0.800	 0.169	 3599
12	 2.44e-04	 720000000	 0.800	 0.158	 3599
13	 1.22e-04	 1080000000	 0.800	 0.193	 3599
14	 6.10e-05	 1620000000	 0.800	 0.197	 3599
15	 3.05e-05	 1476000000	 0.800	 0.185	 3599
16	 1.53e-05	 1872000000	 0.800	 0.193	 3599
17	 7.63e-06	 4104000000	 0.800	 0.199	 3599
18	 3.81e-06	 7560000000	 0.800	 0.199	 3599
19	 1.91e-06	 3276000000	 0.800	 0.200	 3599
20	 9.54e-07	 2880000000	 0.800	 0.198	 3599
21	 4.77e-07	 7632000000	 0.800	 0.187	 3599
22	 2.38e-07	 8280000000	 0.800	 0.197	 3599
23	 1.19e-07	 13896000000	 0.800	 0.186	 3599
24	 5.96e-08	 7776000000	 0.800	 0.162	 3599
25	 2.98e-08	 10116000000	 0.800	 0.199	 3599
26	 1.49e-08	 16128000000	 0.800	 0.195	 3599

Tempo total: 1.0192 h
